paper_id	title	journ	pub_year	au_name
000345411300003	NEUROSCIENCE AND ORGANIZATIONAL BEHAVIOR: AVOIDING BOTH NEURO-EUPHORIA AND NEURO-PHOBIA	JOURNAL OF ORGANIZATIONAL BEHAVIOR	2014	ASHKANASY, NM; BECKER, WJ; WALDMAN, DA
000344215500001	PHYSIOLOGICAL EVIDENCE OF A DEFICIT TO ENHANCE THE EMPATHIC RESPONSE IN SCHIZOPHRENIA	EUROPEAN PSYCHIATRY	2014	CORBERA, S; IKEZAWA, S; BELL, MD; WEXLER, BE
000344254000001	FACTORS PREDICTING VOLUNTEER ENGAGEMENT AMONG URBAN-RESIDING AFRICAN AMERICAN WOMEN	JOURNAL OF BLACK STUDIES	2014	GUTIERREZ, IA; MATTIS, JS
000343924200010	COLLEGE PEER COUNSELOR TEACHING MODALITIES: SEQUELAE IN THE LIFE AND WORK OF GRADUATES	TEACHING OF PSYCHOLOGY	2014	HATCHER, SL; SHIELDS, CC; WIERBA, EE; HATCHER-ROSS, JL; HANLEY, SJ
000343865500001	EMPATHY, ANGER, GUILT: EMOTIONS AND PROSOCIAL BEHAVIOUR	CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT	2014	ROBERTS, W; STRAYER, J; DENHAM, S
000343387000009	THINKING ABOUT THE PAST, PRESENT AND FUTURE IN ADOLESCENTS GROWING UP IN CHILDREN'S HOMES	JOURNAL OF ADOLESCENCE	2014	MORSANYI, K; FOGARASI, E
000343069900006	RELIGIOSITY AND EMPATHY IN A HOSPITAL EMERGENCY DEPARTMENT'S STAFF	EMERGENCIAS	2014	DUNO, R; DIAZ-MORAN, S; OLIVA, JC; TOBENA, A; IGLESIAS-LEPINE, ML
000343031800008	DECISION AID INFLUENCES ON FACTORS ASSOCIATED WITH PATIENT EMPOWERMENT PRIOR TO CANCER TREATMENT DECISION MAKING	MEDICAL DECISION MAKING	2014	ALDEN, DL
000342929800005	MODERATING EFFECTS OF EMPATHIC CONCERN AND PERSONAL DISTRESS ON THE EMOTIONAL REACTIONS OF DISASTER VOLUNTEERS	DISASTERS	2014	CRISTEA, IA; LEGGE, E; PROSPERI, M; GUAZZELLI, M; DAVID, D; GENTILI, C
000342977200018	AN ATTRIBUTIONAL ANALYSIS OF MORAL EMOTIONS: NAIVE SCIENTISTS AND EVERYDAY JUDGES	EMOTION REVIEW	2014	RUDOLPH, U; TSCHARAKTSCHIEW, N
000342986700016	EMOTION SELF-REGULATION AND EMPATHY DEPEND UPON LONGER STIMULUS EXPOSURE	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	2014	IKEZAWA, S; CORBERA, S; WEXLER, BE
000342531800009	THE EFFECT OF PATIENT-CENTEREDNESS AND GENDER OF PROFESSIONAL ROLE MODELS ON TRAINEES' MENTALIZATION RESPONSES. IMPLICATIONS FOR FILM-AIDED EDUCATION	PATIENT EDUCATION AND COUNSELING	2014	BALINT, K; NAGY, T; CSABAI, M
000342188600011	DISTURBANCES OF SPONTANEOUS EMPATHIC PROCESSING RELATE WITH THE SEVERITY OF THE NEGATIVE SYMPTOMS IN PATIENTS WITH SCHIZOPHRENIA: A BEHAVIOURAL PILOT-STUDY USING VIRTUAL REALITY TECHNOLOGY	BRAIN AND COGNITION	2014	THIRIOUX, B; TANDONNET, L; JAAFARI, N; BERTHOZ, A
000348012800012	EMPATHY: GENDER EFFECTS IN BRAIN AND BEHAVIOR	NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS	2014	CHRISTOV-MOORE, L; SIMPSON, EA; COUDE, G; GRIGAITYTE, K; IACOBONI, M; FERRARI, PF
000345027900003	THEORY OF MIND AND EMPATHY AS MULTIDIMENSIONAL CONSTRUCTS NEUROLOGICAL FOUNDATIONS	TOPICS IN LANGUAGE DISORDERS	2014	DVASH, J; SHAMAY-TSOORY, SG
000341185600007	ANGER AND ATTITUDINAL REACTIONS TO NEGATIVE FEEDBACK: THE EFFECTS OF EMOTIONAL INSTABILITY AND POWER	MOTIVATION AND EMOTION	2014	NIEMANN, J; WISSE, B; RUS, D; VAN YPEREN, NW; SASSENBERG, K
000341185600010	CORRELATIONAL AND EXPLORATORY FACTOR ANALYSES (EFA) OF COMMONLY USED EMPATHY QUESTIONNAIRES: NEW INSIGHTS	MOTIVATION AND EMOTION	2014	BALDNER, C; MCGINLEY, JJ
000341774300089	DIFFERENTIAL REWARD LEARNING FOR SELF AND OTHERS PREDICTS SELF-REPORTED ALTRUISM	PLOS ONE	2014	KWAK, Y; PEARSON, J; HUETTEL, SA
000342546100007	SCHIZOPHRENIA AND ALCOHOL DEPENDENCE: DIVERSE CLINICAL EFFECTS OF OXYTOCIN AND THEIR EVOLUTIONARY ORIGINS	BRAIN RESEARCH	2014	PEDERSEN, CA
000346515000001	THE EFFECTS OF CONTEXT PROCESSING ON SOCIAL COGNITION IMPAIRMENTS IN ADULTS WITH ASPERGER'S SYNDROME	FRONTIERS IN NEUROSCIENCE	2014	BAEZ, S; IBANEZ, A
000350618400004	ACCOUNTABILITY AND EMPATHY EFFECTS ON MEDICAL STUDENTS' CLINICAL JUDGMENTS IN A DISABILITY DETERMINATION CONTEXT FOR LOW BACK PAIN	JOURNAL OF PAIN	2014	CHIBNALL, JT; TAIT, RC; JOVEL, A
000342985600012	DOPAMINE BETA-HYDROXYLASE GENE MODULATES INDIVIDUALS' EMPATHIC ABILITY	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	2014	GONG, PY; LIU, JT; LI, S; ZHOU, XL
000342923600005	IN SEARCH OF HOMO ECONOMICUS	PSYCHOLOGICAL SCIENCE	2014	YAMAGISHI, T; LI, Y; TAKAGISHI, H; MATSUMOTO, Y; KIYONARI, T
000342271100016	PSYCHOSOCIAL PREDICTORS OF ATTITUDES TOWARD PHYSICIAN EMPATHY IN CLINICAL ENCOUNTERS AMONG 4732 1ST YEAR MEDICAL STUDENTS: A REPORT FROM THE CHANGES STUDY	PATIENT EDUCATION AND COUNSELING	2014	VAN RYN, M; HARDEMAN, RR; PHELAN, SM; BURKE, SE; PRZEDWORSKI, J; ALLEN, ML; BURGESS, DJ; RIDGEWAY, J; WHITE, RO; DOVIDIO, JF
000340471500013	SOME MARKERS OF MIRRORING APPEAR INTACT IN SCHIZOPHRENIA: EVIDENCE FROM MU SUPPRESSION	COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE	2014	HORAN, W; PINEDA, J; WYNN, J; IACOBONI, M; GREEN, M
000340360100005	PSYCHOPATHIC TRAITS, EMPATHY, AND AGGRESSION ARE DIFFERENTIALLY RELATED TO CORTISOL AWAKENING RESPONSE	JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT	2014	JOHNSON, MM; CARON, KM; MIKOLAJEWSKI, AJ; SHIRTCLIFF, EA; ECKEL, LA; TAYLOR, J
000342243700005	DEVELOPING AN ALTERNATIVE CHINESE VERSION OF THE INTERPERSONAL REACTIVITY INDEX FOR NORMAL POPULATION AND PATIENTS WITH SCHIZOPHRENIA IN TAIWAN	BRAIN IMPAIRMENT	2014	CHIANG, SK; HUA, MS; TAM, WCC; CHAO, JK; SHIAH, YJ
000343011700014	INFERRING ON THE INTENTIONS OF OTHERS BY HIERARCHICAL BAYESIAN LEARNING	PLOS COMPUTATIONAL BIOLOGY	2014	DIACONESCU, AO; MATHYS, C; WEBER, LAE; DAUNIZEAU, J; KASPER, L; LOMAKINA, EI; FEHR, E; STEPHAN, KE
000340817600001	A CONCEPTUAL REVIEW ON ACTION-PERCEPTION COUPLING IN THE MUSICIANS' BRAIN: WHAT IS IT GOOD FOR?	FRONTIERS IN HUMAN NEUROSCIENCE	2014	NOVEMBRE, G; KELLER, PE
000340746200001	OBSERVING ANOTHER IN PAIN FACILITATES VICARIOUS EXPERIENCES AND MODULATES SOMATOSENSORY EXPERIENCES	FRONTIERS IN HUMAN NEUROSCIENCE	2014	VANDENBROUCKE, S; CROMBEZ, G; LOEYS, T; GOUBERT, L
000341357200023	DEVELOPMENT AND VALIDATION OF THE SINGLE ITEM NARCISSISM SCALE (SINS)	PLOS ONE	2014	KONRATH, S; MEIER, BP; BUSHMAN, BJ
000349218600008	THE DOPAMINE D4 RECEPTOR GENE SHOWS A GENDER-SENSITIVE ASSOCIATION WITH COGNITIVE EMPATHY: EVIDENCE FROM TWO INDEPENDENT SAMPLES	EMOTION	2014	UZEFOVSKY, F; SHALEV, I; ISRAEL, S; EDELMAN, S; RAZ, Y; PERACH-BARZILAY, N; MANKUTA, D; SHAMAY-TSOORY, SG; KNAFO, A; EBSTEIN, RP
000349218600011	"PSYCHOLOGICAL ""GEL"" TO BIND INDIVIDUALS' GOAL PURSUIT: GRATITUDE FACILITATES GOAL CONTAGION"	EMOTION	2014	JIA, LL; TONG, EMW; LEE, LN
000349217400007	MATERNAL DISPOSITIONAL EMPATHY AND ELECTRODERMAL REACTIVITY: INTERACTIVE CONTRIBUTIONS TO MATERNAL SENSITIVITY WITH TODDLER-AGED CHILDREN	JOURNAL OF FAMILY PSYCHOLOGY	2014	EMERY, HT; MCELWAIN, NL; GROH, AM; HAYDON, KC; ROISMAN, GI
000342984900013	AN FMRI INVESTIGATION OF THE EFFECTS OF BELIEF IN FREE WILL ON THIRD-PARTY PUNISHMENT	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	2014	KRUEGER, F; HOFFMAN, M; WALTER, H; GRAFMAN, J
000342755500001	EMPATHY AND MORAL JUDGEMENTS IN THE ELDERLY POPULATION	REVISTA DE NEUROLOGIA	2014	ORTEGA, H; CACHO, R; LOPEZ-GONI, JJ; TIRAPU-USTARROZ, J
000342261100026	EMPATHY AND EMOTION RECOGNITION IN PATIENTS WITH IDIOPATHIC GENERALIZED EPILEPSY	EPILEPSY & BEHAVIOR	2014	JIANG, YB; HU, Y; WANG, Y; ZHOU, N; ZHU, L; WANG, K
000340539600011	KARMA-YOGA: THE INDIAN MODEL OF MORAL DEVELOPMENT	JOURNAL OF BUSINESS ETHICS	2014	MULLA, ZR; KRISHNAN, VR
000340540900008	RECONCEPTUALIZING ADDRESS IN TELEVISION PROGRAMMING: THE EFFECT OF ADDRESS AND AFFECTIVE EMPATHY ON VIEWER EXPERIENCE OF PARASOCIAL INTERACTION	JOURNAL OF COMMUNICATION	2014	CUMMINS, RG; CUI, BN
000340376500004	IMPAIRMENT ON THEORY OF MIND AND EMPATHY IN PATIENTS WITH STROKE	PSYCHIATRY AND CLINICAL NEUROSCIENCES	2014	YEH, ZT; TSAI, CF
000339883800009	FLUID INTELLIGENCE AND EMPATHY IN ASSOCIATION WITH PERSONALITY DISORDER TRAIT-SCORES: EXPLORING THE LINK	EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE	2014	HENGARTNER, MP; AJDACIC-GROSS, V; RODGERS, S; MULLER, M; HAKER, H; ROSSLER, W
000339906800009	INFLUENCES OF RESOURCES AND SUBJECTIVE DISPOSITIONS ON FORMAL AND INFORMAL VOLUNTEERING	VOLUNTAS	2014	MITANI, H
000340068500020	STRUCTURAL COVARIANCE NETWORKS OF THE DORSAL ANTERIOR INSULA PREDICT FEMALES' INDIVIDUAL DIFFERENCES IN EMPATHIC RESPONDING	CEREBRAL CORTEX	2014	BERNHARDT, BC; KLIMECKI, OM; LEIBERG, S; SINGER, T
000339478300004	SOCIALLY INDUCED PLACEBO ANALGESIA: A COMPARISON OF A PRE-RECORDED VERSUS LIVE FACE-TO-FACE OBSERVATION	EUROPEAN JOURNAL OF PAIN	2014	HUNTER, T; SIESS, F; COLLOCA, L
000565785500001	CONCEPTUALISATIONS OF EMPATHY IN K-12 TEACHING: A REVIEW OF EMPIRICAL RESEARCH	EDUCATIONAL REVIEW	2020	BERKOVICH, I
000513075500001	BEHAVIORAL AND BRAIN SYNCHRONIZATION DIFFERENCES BETWEEN EXPERT AND NOVICE TEACHERS WHEN COLLABORATING WITH STUDENTS	BRAIN AND COGNITION	2020	SUN, BH; XIAO, WL; FENG, XD; SHAO, YT; ZHANG, WH; LI, WJ
000449983900011	RELATIONSHIPS BETWEEN EMPATHY, GENDER, AND TESTOSTERONE LEVELS IN OLDER ADULTS	SOCIAL BEHAVIOR AND PERSONALITY	2018	CHEN, WY; FENG, H; LV, CL; LU, JM
000441990300003	AGE-RELATED DIFFERENCES IN AFFECTIVE AND COGNITIVE EMPATHY: SELF-REPORT AND PERFORMANCE-BASED EVIDENCE	AGING NEUROPSYCHOLOGY AND COGNITION	2018	SUN, BH; LUO, ZB; ZHANG, WW; LI, WJ; LI, XY
000430422100010	VALIDATION OF THE EMPATHY QUOTIENT IN MAINLAND CHINA	JOURNAL OF PERSONALITY ASSESSMENT	2018	ZHAO, Q; NEUMANN, DL; CAO, XY; BARON-COHEN, S; SUN, X; CAO, Y; YAN, C; WANG, YN; SHAO, L; SHUM, DHK
000395077100012	MORAL DISENGAGEMENT AS MEDIATOR AND MODERATOR OF THE RELATION BETWEEN EMPATHY AND AGGRESSION AMONG CHINESE MALE JUVENILE DELINQUENTS	CHILD PSYCHIATRY & HUMAN DEVELOPMENT	2017	WANG, XC; LEI, L; YANG, JP; GAO, L; ZHAO, FQ
000382500600003	DEVELOPMENT OF A BRIEF FORM OF THE INTERPERSONAL REACTIVITY INDEX (B-IRI)	JOURNAL OF PERSONALITY ASSESSMENT	2016	INGOGLIA, S; LO COCO, A; ALBIERO, P
000496018100003	HOW CSR SERVES AS A PREVENTIVE MECHANISM FOR COPING WITH DYSFUNCTIONAL CUSTOMER BEHAVIOR	SERVICE BUSINESS	2019	KIM, J; LACEY, R; KIM, HR; SUH, J
000475660800005	ENGAGING THE HEARTS AND MINDS OF FOLLOWERS: LEADER EMPATHY AND LANGUAGE STYLE MATCHING DURING APPRAISAL INTERVIEWS	JOURNAL OF BUSINESS AND PSYCHOLOGY	2019	MEINECKE, AL; KAUFFELD, S
000406970000007	MOTIVATIONAL BASES FOR CONSUMERS' UNDERDOG AFFECTION IN COMMERCE	JOURNAL OF SERVICE MANAGEMENT	2017	MCGINNIS, LP; GAO, T; JUN, S; GENTRY, J
000414975400011	INFLUENCE OF EMPATHY ON HOTEL GUESTS' EMOTIONAL SERVICE EXPERIENCE	JOURNAL OF SERVICES MARKETING	2017	UMASUTHAN, H; PARK, OJ; RYU, JH
000390950000011	PERSPECTIVE TAKING ENCOURAGES CLEANING TASK PERFORMANCE: A CHILD-ROBOT INTERACTION	INTERNATIONAL JOURNAL OF KNOWLEDGE AND LEARNING	2016	LEE, H; YOU, S; JI, S; CHO, HK
000388975700008	CORPORATE ASSOCIATIONS IN B2B: COPING WITH MULTIPLE RELATIONSHIP-SPECIFIC IDENTITIES	IMP JOURNAL	2016	LA ROCCA, A; SNEHOTA, I
000363278400002	EXAMINATION OF FACTORS AFFECTING HOTEL EMPLOYEES' SERVICE ORIENTATION: AN EMOTIONAL LABOR PERSPECTIVE	JOURNAL OF HOSPITALITY & TOURISM RESEARCH	2015	LEE, J; OK, C
000346068000008	REFLECTING ON HETEROSEXUAL AND MALE PRIVILEGE: INTERVENTIONS TO RAISE AWARENESS	JOURNAL OF SOCIAL ISSUES	2014	CASE, KA; HENSLEY, R; ANDERSON, A
000308885400001	FACILITATING INNOVATION IN DIVERSE SCIENCE TEAMS THROUGH INTEGRATIVE CAPACITY	SMALL GROUP RESEARCH	2012	SALAZAR, MR; LANT, TK; FIORE, SM; SALAS, E
000308775000002	WHEN CUSTOMERS EXHIBIT VERBAL AGGRESSION, EMPLOYEES PAY COGNITIVE COSTS	JOURNAL OF APPLIED PSYCHOLOGY	2012	RAFAELI, A; EREZ, A; RAVID, S; DERFLER-ROZIN, R; TREISTER, DE; SCHEYER, R
000306667600005	ON THE ROLE OF EMPATHY IN CUSTOMER-EMPLOYEE INTERACTIONS	JOURNAL OF SERVICE RESEARCH	2012	WIESEKE, J; GEIGENMULLER, A; KRAUS, F
000298573900003	ANDROGENS MODULATE BRAIN NETWORKS OF EMPATHY IN FEMALE-TO-MALE TRANSSEXUALS: AN FMRI STUDY	ZEITSCHRIFT FUR NEUROPSYCHOLOGIE	2011	YE, Z; KOPYCIOK, R; MOHAMMADI, B; KRAMER, UM; BRUNNLIEB, C; HELDMANN, M; SAMII, A; MUNTE, TF
000291996200004	THE DYNAMICS OF GOAL CONGRUENCY AND COGNITIVE BUSYNESS IN GOAL DETECTION	COMMUNICATION RESEARCH	2011	PALOMARES, NA
000289169800003	CHANGES IN DISPOSITIONAL EMPATHY IN AMERICAN COLLEGE STUDENTS OVER TIME: A META-ANALYSIS	PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW	2011	KONRATH, SH; O'BRIEN, EH; HSING, C
000299265200012	NAIVETE AND CYNICISM IN NEGOTIATIONS AND OTHER COMPETITIVE CONTEXTS	ACADEMY OF MANAGEMENT ANNALS	2011	TSAY, CJ; SHU, LL; BAZERMAN, MH
000274424700011	EMOTIONAL AND COGNITIVE ASPECTS OF EMPATHY AND THEIR RELATION TO SOCIAL COGNITION-AN FMRI-STUDY	BRAIN RESEARCH	2010	KRAMER, UM; MOHAMMADI, B; DONAMAYOR, N; SAMII, A; MUNTE, TF
000273460300001	CROSS-UNDERSTANDING: IMPLICATIONS FOR GROUP COGNITION AND PERFORMANCE	ACADEMY OF MANAGEMENT REVIEW	2010	HUBER, GP; LEWIS, K
000300005000007	PERSPECTIVE TAKING AND THE HETEROGENEITY OF THE ENTREPRENEURIAL IMAGINATION	WHAT IS SO AUSTRIAN ABOUT AUSTRIAN ECONOMICS	2010	MCMULLEN, JS
000267367000001	PSYCHOSOCIAL CORRELATES OF INTERPERSONAL SENSITIVITY: A META-ANALYSIS	JOURNAL OF NONVERBAL BEHAVIOR	2009	HALL, JA; ANDRZEJEWSKI, SA; YOPCHICK, JE
000268020500002	DID YOU SEE IT COMING? EFFECTS OF THE SPECIFICITY AND EFFICIENCY OF GOAL PURSUIT ON THE ACCURACY AND ONSET OF GOAL DETECTION IN SOCIAL INTERACTION	COMMUNICATION RESEARCH	2009	PALOMARES, NA
000267062600005	IMPLEMENTING THE MARKETING CONCEPT AT THE EMPLOYEE-CUSTOMER INTERFACE: THE ROLE OF CUSTOMER NEED KNOWLEDGE	JOURNAL OF MARKETING	2009	HOMBURG, C; WIESEKE, J; BORNEMANN, T
000261066300005	KNOWLEDGE AND SKILLS THAT FACILITATE THE PERSONAL SUPPORT DIMENSION OF CITIZENSHIP	JOURNAL OF APPLIED PSYCHOLOGY	2008	DUDLEY, NM; CORTINA, JM
000246079000003	CARBOHYDRATE METABOLISM DYSREGULATION IN CIRRHOSIS: PATHOPHYSIOLOGY, PROGNOSTIC IMPACT AND THERAPEUTIC IMPLICATIONS	GASTROENTEROLOGIE CLINIQUE ET BIOLOGIQUE	2007	BUYSE, S; VALLA, D
000225537000009	IMPAIRMENT IN COGNITIVE AND AFFECTIVE EMPATHY IN PATIENTS WITH BRAIN LESIONS: ANATOMICAL AND COGNITIVE CORRELATES	JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY	2004	SHAMAY-TSOORY, SG; TOMER, R; GOLDSHER, D; BERGER, BD; AHARON-PERETZ, J
000224179800001	EFFECT OF THERAPIST COLOR-BLINDNESS ON EMPATHY AND ATTRIBUTIONS IN CROSS-CULTURAL COUNSELING	JOURNAL OF COUNSELING PSYCHOLOGY	2004	BURKARD, AW; KNOX, S
000222473700002	A NEW PERSPECTIVE ON PERSPECTIVE TAKING: A MULTIDIMENSIONAL APPROACH TO CONCEPTUALIZING AN APTITUDE	EDUCATIONAL PSYCHOLOGY REVIEW	2004	GEHLBACH, H
000185982500010	MULTIPLE SEROTONERGIC MECHANISMS CONTRIBUTING TO SENSITIZATION IN APLYSIA: EVIDENCE OF DIVERSE SEROTONIN RECEPTOR SUBTYPES	LEARNING & MEMORY	2003	BARBAS, D; DESGROSEILLERS, L; CASTELLUCCI, VF; CAREW, TJ; MARINESCO, S
000178178700008	THE EFFECTS OF INCENTIVES AND PERSONALITY ON SALESPERSON'S CUSTOMER ORIENTATION	INDUSTRIAL MARKETING MANAGEMENT	2002	WIDMIER, S
000171926300013	ACTING, BEHAVING, AND THE SELFLESS BASIS OF METAPERCEPTION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2001	ALBRIGHT, L; FOREST, C; REISETER, K
000168134200013	BRAZILIAN ADOLESCENTS' PROSOCIAL MORAL JUDGMENT AND BEHAVIOR: RELATIONS TO SYMPATHY, PERSPECTIVE TAKING, GENDER-ROLE ORIENTATION, AND DEMOGRAPHIC CHARACTERISTICS	CHILD DEVELOPMENT	2001	EISENBERG, N; ZHOU, Q; KOLLER, S
000089635000008	SOCIAL DESIRABILITY ATTITUDES, SEX, AND AFFECTIVE AND COGNITIVE EMPATHY AS PREDICTORS OF SELF-REPORTED MULTICULTURAL COUNSELING COMPETENCE	COUNSELING PSYCHOLOGIST	2000	CONSTANTINE, MG
000087535600007	COGNITIVE LOAD AND PERSPECTIVE-TAKING: APPLYING THE AUTOMATIC-CONTROLLED DISTINCTION TO VERBAL COMMUNICATION	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	2000	ROSSNAGEL, C
000077691800009	AFFECT AND SELF-FOCUSED ATTENTION REVISITED: THE ROLE OF AFFECT ORIENTATION	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1999	GREEN, JD; SEDIKIDES, C
000078005100004	BOUNDARIES OF THE UNCONSCIOUS, PRIVATE, AND PUBLIC SELF IN JAPANESE AND AMERICANS: A CROSS-CULTURAL COMPARISON	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS	1998	ASAI, A; BARNLUND, DC
000072940100010	EFFECT OF SELF-FOCUSED ATTENTION ON THE STARTLE REFLEX, HEART RATE, AND MEMORY PERFORMANCE AMONG SOCIALLY ANXIOUS AND NONANXIOUS INDIVIDUALS	PSYCHOPHYSIOLOGY	1998	PANAYIOTOU, G; VRANA, SR
A1997YH90100046	SOCIAL ANXIETY AND PERFORMANCE IN AN INTERPERSONAL PERCEPTION TASK	PSYCHOLOGICAL REPORTS	1997	SCHROEDER, JE; KETROW, SM
A1997YA22100003	ACCURATELY IMAGINING SUICIDE: IMAGINE-SELF, IMAGINE-PERSON, OBSERVER INSTRUCTIONS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	1997	KNOTT, EC; RANGE, LM
A1996WA31000002	MULTIPLE MEANINGS OF TRUST IN NEGOTIATION THEORY AND RESEARCH: A LITERATURE REVIEW AND INTEGRATIVE MODEL	INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT	1996	ROSS, W; LACROIX, J
A1996VC52600021	SHARED PARENTING AGREEMENTS AFTER MARITAL SEPARATION: THE ROLES OF EMPATHY AND NARCISSISM	JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	1996	EHRENBERG, MF; HUNTER, MA; ELTERMAN, MF
A1995QX16300008	EMPATHIC ACCURACY IN A CLINICALLY RELEVANT SETTING	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1995	MARANGONI, C; GARCIA, S; ICKES, W; TENG, G
A1994NZ28900006	EMPATHY, SEX-ROLE ORIENTATION, AND NARCISSISM	SEX ROLES	1994	WATSON, PJ; BIDERMAN, MD; SAWRIE, SM
A1994NP71200001	INFORMATION EXCHANGE, TOUGHNESS, AND INTEGRATIVE BARGAINING - THE ROLES OF EXPLICIT CUES AND PERSPECTIVE-TAKING	INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT	1994	KEMP, KE; SMITH, WP
A1993KQ29500005	SELF-MONITORING AND PRIVATE SELF-CONSCIOUSNESS - RELATIONS TO HOLLAND VOCATIONAL PERSONALITY-TYPES	JOURNAL OF VOCATIONAL BEHAVIOR	1993	CARSON, AD; MOWSESIAN, R
A1991EW20200007	ROLE-TAKING, SELF-MONITORING, AND THE ALIGNMENT OF CONDUCT WITH OTHERS	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1991	SCHWALBE, ML
A1991EW20200008	THE AMOUNT AND EFFECTIVENESS OF HELP - THE RELATIONSHIP OF MOTIVES AND ABILITIES TO HELPING-BEHAVIOR	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1991	CLARY, EG; ORENSTEIN, L
A1991ET55700005	ACCOMMODATION PROCESSES IN CLOSE RELATIONSHIPS - THEORY AND PRELIMINARY EMPIRICAL-EVIDENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1991	RUSBULT, CE; VERETTE, J; WHITNEY, GA; SLOVIK, LF; LIPKUS, I
A1990ED50400011	NATURALISTIC SOCIAL COGNITION - EMPATHIC ACCURACY IN MIXED-SEX DYADS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1990	ICKES, W; STINSON, L; BISSONNETTE, V; GARCIA, S
A1990CY55000005	SELF-ATTENTION AND BEHAVIOR - A REVIEW AND THEORETICAL UPDATE	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY	1990	GIBBONS, FX
A1989AZ52600004	PHENOTYPING OF ACUTE MYELOMONOCYTIC (AMMOL) AND MONOCYTIC LEUKEMIA (AMOL) - ASSOCIATION OF T-CELL-RELATED ANTIGENS AND SKIN-INFILTRATION IN AMOL	LEUKEMIA RESEARCH	1989	SCHWONZEN, M; KUEHN, N; VETTEN, B; DIEHL, V; PFREUNDSCHUH, M
A1988Q827800003	PUBLIC AND PRIVATE SELF-CONSCIOUSNESS AND SOCIAL PHOBIA	JOURNAL OF PERSONALITY ASSESSMENT	1988	HOPE, DA; HEIMBERG, RG
A1987F724700004	ERRORS AND MISTAKES - EVALUATING THE ACCURACY OF SOCIAL JUDGMENT	PSYCHOLOGICAL BULLETIN	1987	FUNDER, DC
A1985ALU5700013	WOMENS INTUITION - THE EFFECT OF SUBORDINATE ROLE ON INTERPERSONAL SENSITIVITY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1985	SNODGRASS, SE
A1984TZ46000006	HIGH AND LOW SELF-MONITORING INDIVIDUALS - THEIR DECODING SKILLS AND EMPATHIC EXPRESSION	JOURNAL OF PERSONALITY	1984	MILL, J
A1984TX69900010	THE EXPERIENCE OF SELF-AWARENESS AND ITS RELATION TO LEVEL OF SELF-CONSCIOUSNESS - AN EXPERIENTIAL SAMPLING STUDY	JOURNAL OF RESEARCH IN PERSONALITY	1984	FRANZOI, SL; BREWER, LC
A1983QT40100013	OPENERS - INDIVIDUALS WHO ELICIT INTIMATE SELF-DISCLOSURE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1983	MILLER, LC; BERG, JH; ARCHER, RL
A1983RF24200001	SELF-CONCEPT DIFFERENCES AS A FUNCTION OF PRIVATE SELF-CONSCIOUSNESS AND SOCIAL ANXIETY	JOURNAL OF RESEARCH IN PERSONALITY	1983	FRANZOI, SL
A1982NX19600011	ACCURACY OF PERSON PERCEPTION - A COMPONENT ANALYSIS ACCORDING TO CRONBACH	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1982	HARACKIEWICZ, JM; DEPAULO, BM
A1981LH62000007	IS EMPATHIC EMOTION A SOURCE OF ALTRUISTIC MOTIVATION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	1981	BATSON, CD; DUNCAN, BD; ACKERMAN, P; BUCKLEY, T; BIRCH, K
000209511400001	PERSPECTIVE-TAKING, SELF-CONSCIOUSNESS, AND ACCURACY IN PERSON PERCEPTION	BASIC AND APPLIED SOCIAL PSYCHOLOGY	1982	BERNSTEIN, WILLIAM M.; DAVIS, MARK H.
