PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Gillath, O; Atchley, R; Imran, A; Haj-Mohamadi, P; El-Hodiri, M				Gillath, Omri; Atchley, Ruthann; Imran, Ali; Haj-Mohamadi, Parnia; El-Hodiri, Mohamed			Attachment and resource sharing	PERSONAL RELATIONSHIPS																													1350-4126	1475-6811				JUN	2020	27	2					228	250		10.1111/pere.12313		MAY 2020					WOS:000532846300001						
J	Farina, E; Ornaghi, V; Pepe, A; Fiorilli, C; Grazzani, I				Farina, Eleonora; Ornaghi, Veronica; Pepe, Alessandro; Fiorilli, Caterina; Grazzani, Ilaria			High School Student Burnout: Is Empathy a Protective or Risk Factor?	FRONTIERS IN PSYCHOLOGY																													1664-1078					MAY 13	2020	11								897	10.3389/fpsyg.2020.00897							WOS:000537289200001	32477218					
J	Konstantakopoulos, G; Ioannidi, N; Patrikelis, P; Gonidakis, F				Konstantakopoulos, George; Ioannidi, Nikoleta; Patrikelis, Panayiotis; Gonidakis, Frangiskos			Empathy, mentalizing, and cognitive functioning in anorexia nervosa and bulimia nervosa	SOCIAL NEUROSCIENCE																	Gonidakis, Fragiskos/0000-0001-8212-280X; Konstantakopoulos, George/0000-0002-5206-4263												1747-0919	1747-0927				JUL 3	2020	15	4					477	488		10.1080/17470919.2020.1760131		MAY 2020					WOS:000533763700001	32321371					
J	Li, Z; Edwards, JA				Li, Zheng; Edwards, John A.			The Relationship Between System Justification and Perspective-Taking and Empathy	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																													0146-1672	1552-7433				JAN	2021	47	1					106	117	0146167220921041	10.1177/0146167220921041		MAY 2020					WOS:000533929000001	32400294					
J	Baker-Eck, B; Bull, R; Walsh, D				Baker-Eck, Bianca; Bull, Ray; Walsh, Dave			Investigative empathy: a strength scale of empathy based on European police perspectives	PSYCHIATRY PSYCHOLOGY AND LAW																	Baker-Eck, Bianca/0000-0001-9289-2576; Walsh, David/0000-0003-4950-6830												1321-8719	1934-1687				MAY 3	2020	27	3					412	427		10.1080/13218719.2020.1751333		MAY 2020					WOS:000534887300001	33071549					
J	Lampalzer, U; Tozdan, S; von Franque, F; Briken, P				Lampalzer, Ute; Tozdan, Safiye; von Franque, Fritjof; Briken, Peer			Referral for group or individual treatment? Factors for consideration in the case of self-referred individuals with a sexual interest in minors	INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH																													0955-9930	1476-5489															10.1038/s41443-020-0296-7		MAY 2020					WOS:000531780300003	32393848					
J	Brooks, N; Fritzon, K; Watt, B				Brooks, Nathan; Fritzon, Katarina; Watt, Bruce			'You can tell a victim by the tilt of her head as she walks': psychopathic personality and social-emotional processing	PSYCHIATRY PSYCHOLOGY AND LAW																	Brooks, Nathan/0000-0003-1784-099X												1321-8719	1934-1687															10.1080/13218719.2020.1734979		MAY 2020					WOS:000532426300001						
J	Alonso-Ferres, M; Navarro-Carrillo, G; Garrido-Macias, M; Moreno-Bella, E; Valor-Segura, I				Alonso-Ferres, Maria; Navarro-Carrillo, Gines; Garrido-Macias, Marta; Moreno-Bella, Eva; Valor-Segura, Inmaculada			Connecting perceived economic threat and prosocial tendencies: The explanatory role of empathic concern	PLOS ONE																Garrido-Macias, Marta/E-3700-2016; Moreno-Bella, Eva/C-2537-2017; Navarro-Carrillo, Gines/X-9235-2018; Valor-Segura, Inmaculada/L-9870-2014; Alonso-Ferres, Maria/C-2549-2017	Garrido-Macias, Marta/0000-0003-1353-3263; Moreno-Bella, Eva/0000-0002-1299-3148; Navarro-Carrillo, Gines/0000-0003-0856-8197; Valor-Segura, Inmaculada/0000-0003-2303-3326; Alonso-Ferres, Maria/0000-0002-8081-3428												1932-6203					MAY 4	2020	15	5							e0232608	10.1371/journal.pone.0232608							WOS:000536959700044	32365125					
J	Hedrick, AKV; Geller, PA; Grunberg, VA; Mudrak, PL				Hedrick, Anne K. Vorndran; Geller, Pamela A.; Grunberg, Victoria A.; Mudrak, Pamela L.			Female high-reassurance seekers are at risk for adolescent depression	ADVANCES IN MENTAL HEALTH																	Grunberg, Victoria/0000-0003-3229-5504												1838-7357	1837-4905				MAY 3	2020	18	2					156	165		10.1080/18387357.2019.1568836							WOS:000579516800006						
J	Fung, SC; Zhou, SL				Fung, Suk Chun; Zhou, Sili			An Investigation of Pre-Service Teachers' Attitudes Toward Animals and Empathy Toward Humans: Implications for Humane Education Development	ANTHROZOOS																	Fung, Suk Chun/0000-0002-7573-5103												0892-7936	1753-0377				MAY 3	2020	33	3					415	426		10.1080/08927936.2020.1746531							WOS:000532592800007						
J	Witvliet, CV; Luna, LMR; VanderStoep, JL; Gonzalez, T; Griffin, GD				Witvliet, Charlotte vanOyen; Luna, Lindsey M. Root; VanderStoep, Jill L.; Gonzalez, Trechaun; Griffin, Gerald D.			Granting forgiveness: State and trait evidence for genetic and gender indirect effects through empathy	JOURNAL OF POSITIVE PSYCHOLOGY																	Root Luna, Lindsey/0000-0001-5416-4711												1743-9760	1743-9779				MAY 3	2020	15	3					390	399		10.1080/17439760.2019.1615108							WOS:000520391100010						
J	Torres, AMR; Garcia, JHV				Ramirez Torres, Andres Mauricio; Vanegas Garcia, Jose Hoover			Sexual Offense, between Reason and the Heart: a Look from Cognitive and Emotional Processes	REVISTA CRIMINALIDAD																													1794-3108	2256-5531				MAY-AUG	2020	62	2					275	289									WOS:000591848800011						
J	Dwyer, CP; MacNeela, P; Durand, H; O'Connor, LL; Main, CJ; McKenna-Plumley, PE; Hamm, RM; Reynolds, B; Conneely, S; Slattery, BW; Taheny, D; NicGabhainn, S; Murphy, AW; Kropmans, T; McGuire, BE				Dwyer, Christopher P.; MacNeela, Padraig; Durand, Hannah; O'Connor, Laura L.; Main, Chris J.; McKenna-Plumley, Phoebe E.; Hamm, Robert M.; Reynolds, Bronagh; Conneely, Sinead; Slattery, Brian W.; Taheny, Darragh; NicGabhainn, Saoirse; Murphy, Andrew W.; Kropmans, Thomas; McGuire, Brian E.			Effects of Biopsychosocial Education on the Clinical Judgments of Medical Students and GP Trainees Regarding Future Risk of Disability in Chronic Lower Back Pain: A Randomized Control Trial	PAIN MEDICINE																; Durand, Hannah/O-1732-2015	Nic Gabhainn, Saoirse/0000-0002-5717-076X; Durand, Hannah/0000-0002-8761-0519												1526-2375	1526-4637				MAY	2020	21	5					939	950		10.1093/pm/pnz284							WOS:000565912900009	31846024					
J	Li, SD; Xia, YW; Xiong, RS; Li, JN; Chen, YY				Li, Spencer De; Xia, Yiwei; Xiong, Ruoshan; Li, Jienan; Chen, Yiyi			Coercive Parenting and Adolescent Developmental Outcomes: The Moderating Effects of Empathic Concern and Perception of Social Rejection	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH																	Xiong, Ruoshan/0000-0001-9311-4688													1660-4601				MAY	2020	17	10							3538	10.3390/ijerph17103538							WOS:000539300900195	32438556					
J	Tanguay, AFN; Palombo, DJ; Atance, CM; Renoult, L; Davidson, PSR				Tanguay, Annick F. N.; Palombo, Daniela J.; Atance, Cristina M.; Renoult, Louis; Davidson, Patrick S. R.			Scrutinizing the grey areas of declarative memory: Do the self -reference and temporal orientation of a trait knowledge task modulate the Late Positive Component (LPC)?	NEUROPSYCHOLOGIA																Renoult, Louis/A-7426-2013	Renoult, Louis/0000-0001-7861-0552												0028-3932	1873-3514				MAY	2020	142								107444	10.1016/j.neuropsychologia.2020.107444							WOS:000541379400007	32246950					
J	Cotelli, M; Manenti, R; Gobbi, E; Enrici, I; Rusich, D; Ferrari, C; Adenzato, M				Cotelli, Maria; Manenti, Rosa; Gobbi, Elena; Enrici, Ivan; Rusich, Danila; Ferrari, Clarissa; Adenzato, Mauro			Theory of Mind Performance Predicts tDCS-Mediated Effects on the Medial Prefrontal Cortex: A Pilot Study to Investigate the Role of Sex and Age	BRAIN SCIENCES																Cotelli, Maria/K-1355-2016; ferrari, clarissa/ABA-8927-2020; Gobbi, Elena/H-5232-2018; Manenti, Rosa/J-7656-2016; Enrici, Ivan/C-3810-2018; Adenzato, Mauro/I-5127-2012	Cotelli, Maria/0000-0003-3208-3798; ferrari, clarissa/0000-0002-4101-6872; Gobbi, Elena/0000-0003-4976-5031; Manenti, Rosa/0000-0002-5955-2323; Enrici, Ivan/0000-0002-1289-5855; Adenzato, Mauro/0000-0002-6997-9283													2076-3425				MAY	2020	10	5							257	10.3390/brainsci10050257							WOS:000541036100055	32353992					
J	Powers, JP; Graner, JL; LaBar, KS				Powers, John P.; Graner, John L.; LaBar, Kevin S.			Multivariate Patterns of Posterior Cortical Activity Differentiate Forms of Emotional Distancing	CEREBRAL CORTEX																	Powers, John/0000-0002-1471-6259												1047-3211	1460-2199				MAY	2020	30	5					2766	2776		10.1093/cercor/bhz273							WOS:000535907200004	31813987					
J	Sanchez-SanSegundo, M; Ferrer-Cascales, R; Albaladejo-Blazquez, N; Alarco-Rosales, R; Bowes, N; Ruiz-Robledillo, N				Sanchez-SanSegundo, Miriam; Ferrer-Cascales, Rosario; Albaladejo-Blazquez, Natalia; Alarco-Rosales, Raquel; Bowes, Nicola; Ruiz-Robledillo, Nicolas			Effectiveness of the Reasoning and Rehabilitation V2 Programme for Improving Personal and Social Skills in Spanish Adolescent Students	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH																Ruiz-Robledillo, Nicolas/U-3452-2017; Albaladejo-Blazquez, Natalia/U-3453-2017	Ruiz-Robledillo, Nicolas/0000-0002-7522-5162; Albaladejo-Blazquez, Natalia/0000-0002-9116-9092; Sanchez-SanSegundo, Miriam/0000-0003-2114-6503													1660-4601				MAY	2020	17	9							3040	10.3390/ijerph17093040							WOS:000535745400064	32349359					
J	Bailey, PE; Brady, B; Ebner, NC; Ruffman, T				Bailey, Phoebe E.; Brady, Brooke; Ebner, Natalie C.; Ruffman, Ted			Effects of Age on Emotion Regulation, Emotional Empathy, and Prosocial Behavior	JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES																Ebner, Natalie/AAZ-3981-2020	Ebner, Natalie/0000-0002-2705-7520; Bailey, Phoebe/0000-0001-8960-1897												1079-5014	1758-5368				MAY	2020	75	4					802	810		10.1093/geronb/gby084							WOS:000535914600008	30016531					
J	Dittrich, K; Bermpohl, F; Kluczniok, D; Attar, CH; Jaite, C; Fuchs, A; Neukel, C; Herpertz, SC; Brunner, R; Winter, SM; Lehmkuhl, U; Roepke, S; Kaess, M; Heim, C; Boedeker, K				Dittrich, Katja; Bermpohl, Felix; Kluczniok, Dorothea; Hindi Attar, Catherine; Jaite, Charlotte; Fuchs, Anna; Neukel, Corinne; Herpertz, Sabine C.; Brunner, Romuald; Winter, Sibylle Maria; Lehmkuhl, Ulrike; Roepke, Stefan; Kaess, Michael; Heim, Christine; Boedeker, Katja			Alterations of empathy in mothers with a history of early life maltreatment, depression, and borderline personality disorder and their effects on child psychopathology	PSYCHOLOGICAL MEDICINE																Herpertz, Sabine C/AAW-4885-2020	Herpertz, Sabine C/0000-0001-9676-1928; Heim, Christine/0000-0002-6580-6326; Fuchs, Anna/0000-0002-9022-7414												0033-2917	1469-8978				MAY	2020	50	7					1182	1190	PII S0033291719001107	10.1017/S0033291719001107							WOS:000535510400014	31115280					
J	Brown, EL; Agronin, ME; Stein, JR				Brown, Ellen L. x; Agronin, Marc E.; Stein, Jennifer R.			Interventions to Enhance Empathy and Person-Centered Care for Individuals With Dementia	RESEARCH IN GERONTOLOGICAL NURSING																													1940-4921	1938-2464				MAY-JUN	2020	13	3					158	+		10.3928/19404921-20191028-01							WOS:000535757900007	31697393					
J	Kim, K; Kim, SH; Yoon, H; Shin, HS; Lee, YM				Kim, Kangmoon; Kim, Sang Hee; Yoon, HeungSik; Shin, Hyoung Seok; Lee, Young-Mee			Assessing the effects of an empathy education program using psychometric instruments and brain fMRI	ADVANCES IN HEALTH SCIENCES EDUCATION																	Kim, Kangmoon/0000-0002-3518-575X												1382-4996	1573-1677				MAY	2020	25	2					283	295		10.1007/s10459-019-09918-0							WOS:000531702200003	31559561					
J	Ardenghi, S; Rampoldi, G; Bani, M; Strepparava, MG				Ardenghi, Stefano; Rampoldi, Giulia; Bani, Marco; Strepparava, Maria Grazia			Attachment styles as predictors of self-reported empathy in medical students during pre-clinical years	PATIENT EDUCATION AND COUNSELING																bani, marco/J-8529-2018; Ardenghi, Stefano/AAM-7545-2020	Ardenghi, Stefano/0000-0002-7057-1269; RAMPOLDI, GIULIA/0000-0003-2908-2735; bani, marco/0000-0002-6500-6513												0738-3991					MAY	2020	103	5					965	970		10.1016/j.pec.2019.11.004							WOS:000531775000011	31735595					
J	Dasborough, MT; Hannah, ST; Zhu, WC				Dasborough, Marie T.; Hannah, Sean T.; Zhu, Weichun			The Generation and Function of Moral Emotions in Teams: An Integrative Review	JOURNAL OF APPLIED PSYCHOLOGY																Dasborough, Marie/ABF-8309-2020	Dasborough, Marie/0000-0001-5323-5119												0021-9010	1939-1854				MAY	2020	105	5					433	452		10.1037/apl0000443							WOS:000525395400001	31512899					
J	Ferdinand, NK; Hilz, M				Ferdinand, Nicola K.; Hilz, Melanie			Emotional feedback ameliorates older adults' feedback-induced learning	PLOS ONE																													1932-6203					APR 30	2020	15	4							e0231964	10.1371/journal.pone.0231964							WOS:000536673200030	32352992					
J	Xu, RH; Wong, ELY; Lu, SYJ; Zhou, LM; Chang, JH; Wang, D				Xu, Richard Huan; Wong, Eliza Lai-yi; Lu, Sabrina Yu-jun; Zhou, Ling-ming; Chang, Jing-hui; Wang, Dong			Validation of the Toronto Empathy Questionnaire (TEQ) Among Medical Students in China: Analyses Using Three Psychometric Methods	FRONTIERS IN PSYCHOLOGY																Wong, Eliza Lai-Yi/ABI-2092-2020	Xu, Richard Huan/0000-0002-4720-5172												1664-1078					APR 28	2020	11								810	10.3389/fpsyg.2020.00810							WOS:000556598600001	32411062					
J	Lyvers, M; Randhawa, A; Thorberg, FA				Lyvers, Michael; Randhawa, Ashveen; Thorberg, Fred Arne			Self-compassion in Relation to Alexithymia, Empathy, and Negative Mood in Young Adults	MINDFULNESS																													1868-8527	1868-8535				JUL	2020	11	7					1655	1665		10.1007/s12671-020-01379-6		APR 2020					WOS:000528127900001						
J	Mattavelli, G; Barvas, E; Longo, C; Zappini, F; Ottaviani, D; Malaguti, MC; Pellegrini, M; Papagno, C				Mattavelli, Giulia; Barvas, Edoardo; Longo, Chiara; Zappini, Francesca; Ottaviani, Donatella; Malaguti, Maria Chiara; Pellegrini, Maria; Papagno, Costanza			Facial expressions recognition and discrimination in Parkinson's disease	JOURNAL OF NEUROPSYCHOLOGY																Mattavelli, Giulia/K-5723-2016	Mattavelli, Giulia/0000-0003-2042-8947; Barvas, Edoardo/0000-0003-1011-598X												1748-6645	1748-6653															10.1111/jnp.12209		APR 2020					WOS:000527385800001	32319735					
J	Gungordu, N; Hernandez-Reif, M				Gungordu, Nahide; Hernandez-Reif, Maria			Sibling relationship dynamics relates to young adults' empathic responding	JOURNAL OF FAMILY STUDIES																	gungordu, nahide/0000-0003-0613-8222												1322-9400	1839-3543															10.1080/13229400.2020.1753560		APR 2020					WOS:000527667400001						
J	Witvliet, CVO; Wade, NG; Worthington, EL; Luna, LR; Van Tongeren, DR; Berry, JW; Tsang, JA				Witvliet, Charlotte V. O.; Wade, Nathaniel G.; Worthington, Everett L., Jr.; Root Luna, Lindsey; Van Tongeren, Daryl R.; Berry, Jack W.; Tsang, Jo-Ann			Apology and Restitution: Offender Accountability Responses Influence Victim Empathy and Forgiveness	JOURNAL OF PSYCHOLOGY AND THEOLOGY																													0091-6471	2328-1162				JUN	2020	48	2			SI		88	104	0091647120915181	10.1177/0091647120915181		APR 2020					WOS:000527892400001						
J	Shadmanfaat, SM; Choi, J; Kabiri, S; Lee, J				Shadmanfaat, Seyyedeh Masoomeh (Shamila); Choi, Jaeyong; Kabiri, Saeed; Lee, Julak			Impact of Social Concern on Cyberbullying Perpetration in Iran: Direct, Indirect, Mediating, and Conditioning Effects in Agnew's Social Concern Theory	DEVIANT BEHAVIOR																	Kabiri, Saeed/0000-0001-5022-887X												0163-9625	1521-0456															10.1080/01639625.2020.1753152		APR 2020					WOS:000527176500001						
J	Wang, WJ; Zhou, YJ; Wang, JS; Xu, H; Wei, SC; Wang, DM; Wang, L; Zhang, XY				Wang, Wenjia; Zhou, Yongjie; Wang, Jiesi; Xu, Hang; Wei, Shuochi; Wang, Dongmei; Wang, Li; Zhang, Xiang Yang			Prevalence, clinical correlates of suicide attempt and its relationship with empathy in patients with schizophrenia	PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY																Wang, Jiesi/AAB-3815-2020	Wang, Jiesi/0000-0002-2425-4262												0278-5846	1878-4216				APR 20	2020	99								109863	10.1016/j.pnpbp.2020.109863							WOS:000518756400028	31931089					
J	Shi, M; Du, TJ				Shi, Meng; Du, Tianjiao			Associations of emotional intelligence and gratitude with empathy in medical students	BMC MEDICAL EDUCATION																														1472-6920				APR 17	2020	20	1							116	10.1186/s12909-020-02041-4							WOS:000528584300001	32303212					
J	Ceccato, I; Lecce, S; Cavallini, E				Ceccato, Irene; Lecce, Serena; Cavallini, Elena			Older Adults' Beliefs About their Ability to Understand Others' Mental States	JOURNAL OF ADULT DEVELOPMENT																Ceccato, Irene/AAC-1707-2019	Ceccato, Irene/0000-0003-4819-2120												1068-0667	1573-3440				DEC	2020	27	4					294	304		10.1007/s10804-020-09348-y		APR 2020					WOS:000526195700001						
J	Lempert, KM; MacNear, KA; Wolk, DA; Kable, JW				Lempert, Karolina M.; MacNear, Kameron A.; Wolk, David A.; Kable, Joseph W.			Links between autobiographical memory richness and temporal discounting in older adults	SCIENTIFIC REPORTS																													2045-2322					APR 14	2020	10	1							6431	10.1038/s41598-020-63373-1							WOS:000562165400002	32286440					
J	Kearns, PO; Tyler, JM; Graziano, WG				Kearns, Peter O.; Tyler, James M.; Graziano, William G.			More than fantasy: Prosocial daydreams relate to prosocial dispositions and behaviour	INTERNATIONAL JOURNAL OF PSYCHOLOGY																													0020-7594	1464-066X															10.1002/ijop.12673		APR 2020					WOS:000527378200001	32281102					
J	Ravert, RD; Russell, LT				Ravert, Russell D.; Russell, Luke T.			College students' intentions to assist peers with chronic medical conditions	JOURNAL OF AMERICAN COLLEGE HEALTH																													0744-8481	1940-3208															10.1080/07448481.2020.1751170		APR 2020					WOS:000532019500001	32343192					
J	Lin, HC; Janice, J				Lin, Hung-Chu; Janice, Josephine			Disengagement is as revealing as prosocial action for young children's responding to strangers in distress: How personal distress and empathic concern come into play	INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT																	Lin, Hung-Chu/0000-0003-3612-3718												0165-0254	1464-0651				NOV	2020	44	6					515	524	0165025420912015	10.1177/0165025420912015		APR 2020					WOS:000527228200001						
J	Montag, C; Schoner, J; Speck, LG; Just, S; Stuke, F; Rentzsch, J; Gallinat, J; Majic, T				Montag, Christiane; Schoener, Johanna; Speck, Lucas Guilherme; Just, Sandra; Stuke, Frauke; Rentzsch, Johannes; Gallinat, Juergen; Majic, Tomislav			Peripheral oxytocin is inversely correlated with cognitive, but not emotional empathy in schizophrenia	PLOS ONE																	Montag, Christiane/0000-0002-3307-276X												1932-6203					APR 7	2020	15	4							e0231257	10.1371/journal.pone.0231257							WOS:000535959400031	32255800					
J	Zych, I; Farrington, DP; Nasaescu, E; Jolliffe, D; Twardowska-Staszek, E				Zych, Izabela; Farrington, David P.; Nasaescu, Elena; Jolliffe, Darrick; Twardowska-Staszek, Estera			Psychometric properties of the Basic Empathy Scale in Polish children and adolescents	CURRENT PSYCHOLOGY																Nasaescu, Elena/J-5768-2019; ZYCH, IZABELA/H-7343-2013	Nasaescu, Elena/0000-0003-4499-9445; ZYCH, IZABELA/0000-0002-2962-0276												1046-1310	1936-4733															10.1007/s12144-020-00670-y		APR 2020					WOS:000524631800001						
J	Yang, HX; Shi, HS; Ni, K; Wang, Y; Cheung, EFC; Chan, RCK				Yang, Han-xue; Shi, Hai-song; Ni, Ke; Wang, Yi; Cheung, Eric F. C.; Chan, Raymond C. K.			Exploring the links between alexithymia, empathy and schizotypy in college students using network analysis	COGNITIVE NEUROPSYCHIATRY																Chan, Raymond CK/B-6717-2009; wang, yi/AAI-8689-2020	wang, yi/0000-0001-6880-5831												1354-6805	1464-0619				JUL 3	2020	25	4					245	253		10.1080/13546805.2020.1749039		APR 2020					WOS:000524131800001	32249676					
J	Elche, D; Ruiz-Palomino, P; Linuesa-Langreo, J				Elche, Dioni; Ruiz-Palomino, Pablo; Linuesa-Langreo, Jorge			Servant leadership and organizational citizenship behavior The mediating effect of empathy and service climate	INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT																													0959-6119	1757-1049				APR 27	2020	32	6			SI		2035	2053		10.1108/IJCHM-05-2019-0501		APR 2020					WOS:000522871600001						
J	McMahon, A; Rodillas, RR				McMahon, Aisling; Rodillas, Rhea Rose			Personal development groups during psychotherapy training: Irish students' expectations and experiences of vulnerability, safety and growth	COUNSELLING PSYCHOLOGY QUARTERLY																													0951-5070	1469-3674				APR 2	2020	33	2					163	186		10.1080/09515070.2018.1502159							WOS:000547006400003						
J	Lees, J; Young, L				Lees, Jeffrey; Young, Liane			A Theory of Wisdom Needs Theory of Mind	PSYCHOLOGICAL INQUIRY																Lees, Jeffrey/J-4435-2019	Lees, Jeffrey/0000-0001-6030-4207												1047-840X	1532-7965				APR 2	2020	31	2					168	173		10.1080/1047840X.2020.1750925							WOS:000544460500008						
J	Lowicki, P; Zajenkowski, M				Lowicki, Pawel; Zajenkowski, Marcin			Empathy and Exposure to Credible Religious Acts during Childhood Independently Predict Religiosity	INTERNATIONAL JOURNAL FOR THE PSYCHOLOGY OF RELIGION																Lowicki, Pawel/L-1081-2016	Lowicki, Pawel/0000-0001-6012-6287												1050-8619	1532-7582				APR 2	2020	30	2					128	141		10.1080/10508619.2019.1672486							WOS:000526444100005						
J	Tabares, ASG; Palacio, NMD				Gomez Tabares, Anyerson Stiths; Duran Palacio, Nicolasa Maria			Prosocial motivations, empathy and gender diferences in adolescent victims of the armed conflict and lawbreakers	REVISTA SOBRE LA INFANCIA Y LA ADOLESCENCIA																													2174-7210					APR	2020		18					69	90		10.4995/reinad.2020.12771							WOS:000531040500004						
J	Mogro-Wilson, C; Tredinnick, L				Mogro-Wilson, Cristina; Tredinnick, Lorin			Influencing Social and Emotional Awareness and Empathy with a Visual Arts and Music Intervention for Adolescents	CHILDREN & SCHOOLS																													1532-8759	1545-682X				APR	2020	42	2					111	119		10.1093/cs/cdaa008							WOS:000569029500005						
J	Gomez-Carvajal, AM; Santamaria-Garcia, H; Garcia, AM; Valderrama, M; Mejia, J; Santamaria-Garcia, J; Bernal, M; Silva, J; Ibanez, A; Baez, S				Gomez-Carvajal, Ana-Maria; Santamaria-Garcia, Hernando; Garcia, Adolfo M.; Valderrama, Mario; Mejia, Jhony; Santamaria-Garcia, Jose; Bernal, Mateo; Silva, Jaime; Ibanez, Agustin; Baez, Sandra			The unique social sense of puerperium: Increased empathy and Schadenfreude in parents of newborns	SCIENTIFIC REPORTS																Garcia, Adolfo/E-7150-2017; Baez, Sandra/ABC-7150-2020; Ibanez, Agustin/H-7976-2015	Garcia, Adolfo/0000-0002-6936-0114; Santamaria Garcia, Hernando/0000-0001-9422-3579; Ibanez, Agustin/0000-0001-6758-5101												2045-2322					APR 1	2020	10	1							5760	10.1038/s41598-020-62622-7							WOS:000563462200010	32238840					
J	Maximiano-Barreto, MA; Fabricio, DD; Luchesi, BM; Chagas, MHN				Maximiano-Barreto, Madson A.; Fabricio, Daiene de M.; Luchesi, Bruna M.; Chagas, Marcos H. N.			Factors associated with levels of empathy among students and professionals in the health field: a systematic review	TRENDS IN PSYCHIATRY AND PSYCHOTHERAPY																Maximiano-Barreto, Madson Alan/ABA-3862-2020; Fabricio, Daiene/G-6767-2019; Chagas, Marcos/D-9850-2012	Maximiano-Barreto, Madson Alan/0000-0002-1314-9846; Fabricio, Daiene/0000-0001-8609-1190; Chagas, Marcos/0000-0003-3752-7984												2237-6089	2238-0019				APR-JUN	2020	42	2					207	215		10.1590/2237-6089-2019-0035							WOS:000551714500014	32696893					
J	Ran, YX; Maglio, SJ				Ran, Yaxuan; Maglio, Sam J.			Sorry by Size: How the Number of Apologizers Affects Apology Effectiveness	JOURNAL OF CONSUMER RESEARCH																													0093-5301	1537-5277				APR	2020	46	6								10.1093/jcr/ucz056							WOS:000544018000011						
J	Franzen, A; Mader, S				Franzen, Axel; Mader, Sebastian			Can Climate Skeptics Be Convinced? The Effect of Nature Videos on Environmental Concern	SUSTAINABILITY																	Mader, Sebastian/0000-0003-3400-4715													2071-1050				APR	2020	12	7							2972	10.3390/su12072972							WOS:000531558100397						
J	Yan, BY; Ni, SG; Wang, X; Liu, J; Zhang, QJ; Peng, KP				Yan, Bangyi; Ni, Shiguang; Wang, Xi; Liu, Jin; Zhang, Qianjing; Peng, Kaiping			Using Virtual Reality to Validate the Chinese Version of the Independent Television Commission-Sense of Presence Inventory	SAGE OPEN																NI, Shiguang/AAI-7376-2020													2158-2440					APR	2020	10	2							2158244020922878	10.1177/2158244020922878							WOS:000536956300001						
J	Arroyo-Almaraz, I; Gomez-Diaz, R				Arroyo-Almaraz, Isidoro; Gomez-Diaz, Raul			EFFECTS OF DEFAMATORY MESSAGES RECEIVED BY YOUNG PEOPLE THROUGH SMARTPHONES AND INFLUENCE OF THE CONTEXTS AND MEDIA OF RECEPTION	PRISMA SOCIAL																													1989-3469					APR	2020		29					260	281									WOS:000530625600013						
J	Henschel, S; Nandrino, JL; Doba, K				Henschel, Sebastien; Nandrino, Jean-Louis; Doba, Karyn			Emotion regulation and empathic abilities in young adults: The role of attachment styles	PERSONALITY AND INDIVIDUAL DIFFERENCES																													0191-8869					APR 1	2020	156								109763	10.1016/j.paid.2019.109763							WOS:000526974000012						
J	Williams, AL; Conway, CC				Williams, Alexander L.; Conway, Christopher C.			Empathy does not amplify vicarious threat learning	BEHAVIOUR RESEARCH AND THERAPY																	Williams, Alexander/0000-0002-9684-7542												0005-7967	1873-622X				APR	2020	127								103577	10.1016/j.brat.2020.103577							WOS:000525865200002	32145454					
J	Yalcin, ON; DiRaola, S				Yalcin, Ozge Nilay; DiRaola, Steve			Modeling empathy: building a link between affective and cognitive processes	ARTIFICIAL INTELLIGENCE REVIEW																	Yalcin, Ozge Nilay/0000-0002-8898-0466												0269-2821	1573-7462				APR	2020	53	4					2983	3006		10.1007/s10462-019-09753-0							WOS:000524414900020						
J	Bayne, HB; Conley, AH; Colburn, AN				Bayne, Hannah Barnhill; Conley, Abigail Holland; Colburn, Anita Neuer			Counselor Empathy; Religiosity; and Lesbian, Gay, and Bisexual Perspectives	COUNSELING AND VALUES																													0160-7960	2161-007X				APR	2020	65	1					57	74		10.1002/cvj.12122							WOS:000524599200004						
J	Ugarriza, JE; Trujillo-Orrego, N				Ugarriza, Juan E.; Trujillo-Orrego, Natalia			The ironic effect of deliberation: what we can (and cannot) expect in deeply divided societies	ACTA POLITICA																													0001-6810	1741-1416				APR	2020	55	2					221	241		10.1057/s41269-018-0113-1							WOS:000522657000005						
